team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2025,PIT,PIT,Team Level,other,56,0.52,0.5,0.47,6617,101.24,24.58,7.06,16.61,3.24,50.56,35.95,23.08,24.58,23.08,101,37,55,193,27,9,1,8,0,53,41,74,111,5,10,75,22,13,27,68,36,34,2.86,4.66,17.06,6,6,15,193,138,138,11,1.93,3.04,3.04,23.46,23.46,22.98,112.23,22.5,8.18,19.01,3.83,62.92,37.55,20.4,22.5,20.4,98,56,39,193,22,11,2,12,1,58,50,76,132,4,8,61,13,10,19,82,43,29,3.38,5.6,13.52,6,6,10,193,154,154,5,2.4,3.71,3.71,21.18,21.18,19.92
PIT,2025,PIT,PIT,Team Level,all,56,0.53,0.5,0.51,204824,1812.1,185.23,132.16,427.59,61.7,970.84,704.47,175.19,187.43,177.31,1627,855,881,3363,191,208,19,316,6,881,880,1436,2291,178,382,1519,985,276,908,1785,492,205,56.36,60.35,68.53,78,60,53,3420.92,2482,2521.89,405,29.29,43.21,43.55,170.98,173.12,168.04,1742.32,167.31,125.01,412.63,58.97,948.62,675.47,157.16,166.6,156.51,1529,859,911,3299,162,174,16,319,7,869,857,1367,2226,166,358,1511,1177,254,905,1757,450,181,52.58,55.28,59.46,73,54,35,3264.03,2388,2367.75,420,28.04,36.34,36.39,158.95,158.54,153.07
PIT,2025,PIT,PIT,Team Level,5on5,56,0.51,0.51,0.52,168276,1436.13,124.73,100.03,353.41,48.76,772.34,569.74,119.55,126.92,121.68,1268,701,735,2704,127,147,12,264,6,713,712,1141,1842,165,358,1154,892,237,792,1476,372,121,45.68,45.88,33.16,64,43,20,2761.92,1969,2008.89,360,20.92,29.23,29.57,116.06,118.21,115.5,1353.41,117.88,91.97,337.06,45.73,726.88,534.47,112.54,117.18,111.89,1193,661,753,2607,113,143,13,257,4,656,681,1080,1741,149,324,1203,1123,219,811,1390,345,119,42.18,42.61,33.09,62,40,11,2572.03,1854,1833.75,393,19.2,29.01,29.06,108.03,107.62,105.53
PIT,2025,PIT,PIT,Team Level,4on5,56,0.13,0.13,0.15,15912,41.49,3.3,1.95,6.31,1.4,13.46,29.57,3.25,3.3,3.25,38,18,6,62,2,5,1,2,0,6,41,36,54,5,10,129,60,15,36,43,10,3,1.32,1.24,0.74,1,1,0,62,56,56,33,0.46,0.51,0.51,3.25,3.25,3.22,231.03,22.28,22.47,49.93,8.01,144.54,71.77,19.64,22.28,19.64,189,130,114,433,22,17,1,45,2,141,92,167,297,11,22,149,16,11,50,243,49,27,5.54,5.59,11.16,3,6,13,433,319,319,3,5.89,3.1,3.1,25.07,25.07,22.99
PIT,2025,PIT,PIT,Team Level,5on4,56,0.88,0.86,0.84,14019,233.24,32.63,23.12,51.26,8.31,134.48,69.2,29.31,32.63,29.31,220,99,85,404,35,47,5,42,0,109,86,185,284,3,4,161,11,11,53,198,74,47,6.49,8.58,17.57,7,10,18,404,319,319,1,5.99,10.43,10.43,28.2,28.2,26.35,45.66,4.65,2.38,6.63,1.39,14.28,31.67,4.57,4.65,4.57,49,12,5,66,5,3,0,5,0,14,34,44,56,2,4,98,25,14,25,42,13,6,1.47,1.48,1.69,2,2,1,66,61,61,19,0.54,0.52,0.52,4.67,4.67,4.63
DET,2025,DET,DET,Team Level,other,58,0.52,0.48,0.49,7773,111.45,26.81,8.06,20.54,3.69,55.52,35.37,24.03,26.81,24.03,103,47,42,192,33,16,1,10,0,51,40,70,117,3,6,89,12,14,20,68,41,41,2.71,5.43,18.67,5,7,21,192,150,150,7,2.43,5.3,5.3,23.94,23.94,22.19,114.2,24.43,7.82,22.41,4.32,59.25,38.76,23.56,24.43,23.56,102,55,55,212,25,9,1,16,1,52,54,77,132,3,6,88,21,11,28,80,43,34,3.05,5.38,16,2,8,15,212,157,157,9,2.21,2.29,2.29,24.36,24.36,23.6
DET,2025,DET,DET,Team Level,all,58,0.51,0.49,0.51,211641,1875.91,184.02,130.24,454,63.56,1003.5,713.68,172.4,184.46,172.81,1645,904,918,3467,172,208,19,333,5,892,939,1473,2377,182,380,1703,1016,246,906,1861,490,198,53.6,60.81,69.6,53,65,54,3458.46,2549,2543.48,410,29.6,43.04,43.05,170.56,170.76,164.79,1822.8,174.42,124.7,434.86,60.78,982.71,714.52,167.83,175.31,168.68,1607,885,1047,3539,172,159,20,378,2,881,900,1435,2320,204,430,1629,1218,243,816,1838,482,172,56.61,58.59,59.22,60,56,56,3542.94,2492,2495.67,388,27.64,33.27,33.32,168.74,169.37,165.49
DET,2025,DET,DET,Team Level,5on5,58,0.49,0.49,0.5,172209,1435.64,113.65,92.73,365.46,48.9,768.31,571.95,109.62,114.1,110.04,1266,695,746,2707,99,147,10,277,4,677,757,1167,1862,159,338,1342,967,205,807,1511,350,100,43.68,43.52,26.45,43,44,12,2698.46,1961,1955.48,373,19.28,26.55,26.56,106.38,106.58,104.86,1424.57,117.9,93.69,354.47,47.12,763.3,567.52,113.51,118.78,114.36,1258,686,855,2799,115,129,15,319,1,687,693,1143,1829,183,388,1280,1153,195,731,1485,354,105,45.82,43.54,28.54,53,41,21,2802.94,1944,1947.67,349,19.54,25.83,25.88,111.55,112.18,110.32
DET,2025,DET,DET,Team Level,4on5,58,0.11,0.09,0.11,14366,29.78,3.42,1.62,4.57,0.97,9.16,19.27,3.28,3.42,3.28,33,6,5,44,1,3,0,1,0,10,24,32,38,7,14,115,27,17,28,24,9,6,0.77,0.99,1.66,0,1,0,44,39,39,27,0.37,0.45,0.45,3.34,3.34,3.33,241.03,28.23,20.76,50.91,7.83,145.71,78.57,26.98,28.23,26.98,195,137,131,463,28,20,4,41,0,131,112,167,304,14,28,130,4,10,25,233,69,30,6.6,7.77,13.86,3,5,20,463,332,332,1,5.33,4.86,4.86,28.69,28.69,27.51
DET,2025,DET,DET,Team Level,5on4,58,0.91,0.89,0.87,17293,299.04,40.13,27.83,63.44,10,170.51,87.1,35.46,40.13,35.46,243,156,125,524,39,42,8,45,1,154,118,204,360,13,22,157,10,10,51,258,90,51,6.43,10.87,22.83,5,13,21,524,399,399,3,7.51,10.74,10.74,36.9,36.9,34.4,43.01,3.86,2.43,7.08,1.5,14.45,29.67,3.78,3.86,3.78,52,7,6,65,4,1,0,2,0,11,41,48,55,4,8,131,40,27,32,40,16,3,1.14,1.89,0.83,2,2,0,65,59,59,29,0.57,0.29,0.29,4.14,4.14,4.06
TBL,2025,TBL,TBL,Team Level,other,55,0.67,0.55,0.56,8000,143.81,42.19,10.37,23.5,5.07,74.67,40.21,36.31,42.19,36.31,132,64,64,260,30,25,0,20,0,75,46,102,166,5,15,100,20,11,32,68,69,59,2.94,8.51,30.73,4,9,17,260,196,196,13,3.01,7.83,7.68,37.52,37.52,34.1,110.87,20.84,8.28,21.94,4,57.68,38.27,18.36,20.84,18.36,102,49,59,210,18,15,1,13,0,58,47,84,133,6,15,111,25,20,40,84,35,32,3.43,4.35,13.06,4,5,9,210,151,151,8,2.32,3.5,3.5,19.67,19.67,17.76
TBL,2025,TBL,TBL,Team Level,all,55,0.55,0.53,0.53,200838,1777,195.85,124.07,417.61,60.03,945.71,675.74,181.45,197.88,183.34,1548,871,876,3295,195,229,22,334,2,881,778,1353,2224,254,618,1429,1065,229,820,1675,534,210,51.72,65.18,78.95,67,74,54,3348.61,2419,2447.22,333,28.03,47.62,47.62,176.27,178.01,169.82,1605.35,157.13,109.05,390.67,54.65,846.76,613.74,147.21,156.64,146.76,1451,721,767,2939,138,181,18,306,3,731,813,1313,2034,261,622,1611,1234,270,806,1592,410,170,47.93,50.41,58.8,56,38,44,2906.29,2172,2157.53,368,24.58,37.46,37.46,144.25,144.03,138.72
TBL,2025,TBL,TBL,Team Level,5on5,55,0.54,0.53,0.53,159485,1341.25,117.6,88.55,336.28,45.21,711.37,529.99,111.39,119.63,113.28,1150,679,708,2537,127,171,17,264,2,669,596,1023,1702,232,561,1087,1002,180,679,1350,366,113,41.32,44.53,31.74,54,56,17,2590.61,1829,1857.22,286,18.48,33.39,33.39,102.69,104.44,101.55,1203.33,98.3,76.25,308.87,40.58,634.38,474.63,94.43,97.81,93.99,1087,546,601,2234,90,134,13,251,2,529,627,997,1543,225,533,1191,1164,210,675,1259,285,89,37.64,35.18,25.49,48,25,17,2201.29,1633,1618.53,338,15.86,26.05,26.05,88.11,87.9,86.4
TBL,2025,TBL,TBL,Team Level,4on5,55,0.08,0.12,0.13,16657,36.97,2.84,1.62,5.25,1.06,11.77,27.47,2.8,2.84,2.8,43,7,11,61,3,2,0,2,0,11,32,40,47,7,16,107,24,32,41,38,12,0,1.31,1.53,0,2,1,0,61,50,50,29,0.36,0.18,0.18,3.02,3.02,3,253.69,34.66,22.94,54.13,8.95,143.39,74.92,31.11,34.66,31.11,221,118,100,439,27,31,4,39,1,137,104,194,312,16,32,180,19,18,66,211,84,44,5.59,10.23,18.85,2,8,17,439,339,339,1,6.03,7.62,7.62,33.08,33.08,31.18
TBL,2025,TBL,TBL,Team Level,5on4,55,0.91,0.89,0.88,16696,254.97,33.23,23.54,52.58,8.69,147.91,78.07,30.95,33.23,30.95,223,121,93,437,35,31,5,48,0,126,104,188,309,10,26,135,19,6,68,219,87,38,6.14,10.6,16.48,7,8,20,437,344,344,5,6.18,6.23,6.37,33.03,33.03,31.18,37.46,3.33,1.57,5.73,1.13,11.32,25.93,3.3,3.33,3.3,41,8,7,56,3,1,0,3,0,7,35,38,46,14,42,129,26,22,25,38,6,5,1.27,0.65,1.41,2,0,1,56,49,49,21,0.37,0.3,0.3,3.39,3.39,3.38
SJS,2025,SJS,SJS,Team Level,other,55,0.51,0.51,0.53,6750,101.16,21.72,7.65,18.54,3.38,57.87,28.84,20.66,21.72,20.66,100,38,45,183,28,6,2,12,0,60,32,72,110,6,12,80,11,8,18,69,48,21,3.03,5.81,12.89,6,8,14,183,138,138,11,2.29,2.19,2.19,21.83,21.83,20.87,88.88,20.78,6.87,15.16,3.16,48.45,28.58,19.18,20.78,19.18,84,39,50,173,26,8,3,16,1,38,34,58,97,2,4,82,24,15,18,59,32,32,2.4,4.35,14.04,8,3,15,173,123,123,7,1.99,2.35,2.35,20.42,20.42,19.34
SJS,2025,SJS,SJS,Team Level,all,55,0.47,0.46,0.45,200514,1514.91,160.45,110.61,356.52,51.55,808.13,564.74,151.26,160.59,151.41,1404,648,847,2899,169,176,24,259,1,726,721,1235,1883,195,408,1474,1138,247,873,1462,407,183,44.17,50.68,65.61,56,60,53,2909.11,2052,2059.59,427,25.29,37.67,37.72,148.03,148.59,144.69,1843.24,180.25,133.43,440.21,62.63,997.36,703.11,169.97,180.47,170.14,1686,831,933,3450,192,216,25,339,4,933,833,1494,2325,215,448,1632,934,241,816,1837,482,198,54.86,59.84,65.55,75,63,54,3452.82,2517,2518.45,373,29.71,44.98,44.98,164.98,165.12,160.1
SJS,2025,SJS,SJS,Team Level,5on5,55,0.45,0.45,0.44,158977,1108.56,98.66,75.2,272.6,37.61,586.74,437.18,94.83,98.8,94.99,1025,483,663,2171,108,126,19,197,1,521,555,917,1400,172,362,1109,1089,197,778,1122,280,106,33.97,35.43,29.27,45,43,20,2181.11,1508,1515.59,391,15.68,24.2,24.88,89.46,90.01,88.65,1414.83,118.89,96.2,354.58,47.97,765.64,553.73,113.33,119.11,113.5,1287,650,748,2685,125,159,16,272,1,723,657,1162,1812,192,402,1212,863,186,711,1465,353,119,42.47,43.76,32.65,59,46,20,2687.82,1937,1938.45,320,20.03,31.68,31.68,107.23,107.36,105.38
SJS,2025,SJS,SJS,Team Level,4on5,55,0.08,0.07,0.09,16766,29.07,3.22,1.44,4.23,0.88,8.42,18.81,3.09,3.22,3.09,29,8,3,40,2,2,1,1,0,7,25,27,35,5,10,119,27,27,23,20,14,3,0.56,1.79,0.87,0,1,1,40,37,37,21,0.33,0.53,0.53,3.02,3.02,3.01,290.44,36.4,28.09,62.55,10,168.39,86.58,33.32,36.4,33.32,262,130,128,520,35,46,5,45,2,162,102,227,357,11,22,173,14,16,42,264,84,44,8.32,9.99,18.09,5,12,18,520,392,392,9,7.16,10.42,10.42,33.14,33.14,31.24
SJS,2025,SJS,SJS,Team Level,5on4,55,0.9,0.88,0.85,18021,276.11,36.85,26.32,61.15,9.67,155.1,79.91,32.68,36.85,32.68,250,119,136,505,31,42,2,49,0,138,109,219,338,12,24,166,11,15,54,251,65,53,6.61,7.65,22.59,5,8,18,505,369,369,4,6.99,10.74,10.12,33.72,33.72,32.16,49.08,4.19,2.27,7.93,1.51,14.88,34.23,4.13,4.19,4.13,53,12,7,72,6,3,1,6,0,10,40,47,59,10,20,165,33,24,45,49,13,3,1.67,1.74,0.77,3,2,1,72,65,65,37,0.53,0.53,0.53,4.19,4.19,4.14
ANA,2025,ANA,ANA,Team Level,other,56,0.44,0.53,0.53,7301,132.6,24.36,9.3,25.7,4.38,69.35,44.93,23.31,24.36,23.31,119,59,55,233,29,9,2,15,0,69,56,90,149,1,2,84,16,25,27,102,48,28,4.49,5.9,13.97,5,9,15,233,178,178,14,2.74,2.58,2.58,24.53,24.53,23.62,115.02,30.46,8.41,20.26,3.98,56.54,37.35,29.07,30.46,29.07,99,58,48,205,26,15,0,10,0,57,49,73,131,6,12,98,15,20,36,63,52,42,2.8,6.38,21.28,4,6,16,205,157,157,12,2.54,3.61,3.46,29.53,29.53,28.64
ANA,2025,ANA,ANA,Team Level,all,56,0.5,0.52,0.52,205034,1934.32,181.69,132.29,473.39,66.44,1034.31,753.02,173.93,181.07,173.37,1687,956,981,3624,179,220,23,366,4,918,956,1508,2464,204,459,1539,1189,272,869,1975,499,169,59.4,62.81,59.49,58,71,50,3601.28,2643,2630.51,395,29.54,42.61,42.68,168.49,168.09,164.21,1816.44,184.62,125.87,435.67,61.37,963,693.46,175.97,185.26,176.6,1615,849,925,3389,195,183,18,341,9,887,849,1420,2269,202,445,1724,1034,257,968,1765,514,185,55.84,61.5,67.29,70,73,52,3418.23,2464,2479.3,464,28.42,35.99,36.08,176.97,177.57,172.99
ANA,2025,ANA,ANA,Team Level,5on5,56,0.51,0.52,0.52,165407,1508.79,121.34,97.88,386.31,52.02,812.04,601.54,116.54,120.71,115.99,1290,783,798,2871,116,171,14,301,3,727,755,1174,1957,182,412,1199,1121,222,763,1620,350,103,48.28,43.88,29.18,52,47,17,2848.28,2073,2060.51,345,20.39,31.22,31.28,110.38,109.98,108.07,1405.63,114.43,91.88,353.86,46.93,746.83,551.07,109.64,115.06,110.26,1244,661,753,2658,131,137,17,277,8,696,656,1113,1774,180,401,1295,988,209,821,1443,367,95,45.3,43.59,25.55,59,55,17,2687.23,1905,1920.29,418,19.2,25.12,25.2,108.43,109.04,106.66
ANA,2025,ANA,ANA,Team Level,4on5,56,0.16,0.15,0.17,16186,55.35,6.7,3.17,8.51,1.83,17.34,35.45,6.29,6.7,6.29,64,9,13,86,6,6,1,6,0,12,43,58,67,8,16,105,43,16,37,40,24,9,1.03,3.3,2.37,0,4,2,86,73,73,30,0.72,1.58,1.58,5.84,5.84,5.8,258.56,36.02,23.83,56.04,9.29,148.31,79.5,33.8,36.02,33.8,229,124,121,474,37,29,1,51,1,122,113,192,316,11,22,197,8,11,75,226,84,43,6.86,9.97,19.2,7,11,19,474,353,353,5,6.28,6.79,6.94,35.37,35.37,34.25
ANA,2025,ANA,ANA,Team Level,5on4,56,0.89,0.89,0.87,16140,237.57,29.3,21.94,52.88,8.2,135.58,71.11,27.79,29.3,27.79,214,105,115,434,28,34,6,44,1,110,102,186,291,13,29,151,9,9,42,213,77,29,5.6,9.73,13.97,1,11,16,434,319,319,6,5.69,7.24,7.24,27.75,27.75,26.73,37.23,3.71,1.75,5.51,1.17,11.32,25.55,3.47,3.71,3.47,43,6,3,52,1,2,0,3,0,12,31,42,48,5,10,134,23,17,36,33,11,5,0.88,1.56,1.27,0,1,0,52,49,49,29,0.41,0.47,0.47,3.64,3.64,3.44
VAN,2025,VAN,VAN,Team Level,other,57,0.41,0.5,0.47,9307,126.76,22.73,10.63,24.36,4.85,74.04,38.4,19.54,22.73,19.54,115,60,72,247,15,21,1,20,0,67,52,100,160,7,12,91,23,9,21,94,46,35,3.25,5.82,13.66,4,4,7,247,175,175,10,3.04,5.02,5.02,20.75,20.75,18.28,141.27,32.41,9.98,26.36,5.31,73.4,47.54,30.22,32.41,30.22,115,80,52,247,33,15,4,19,0,72,56,82,162,7,14,107,21,16,28,101,43,51,3.92,5.41,23.07,3,7,23,247,195,195,17,2.86,3.04,3.04,32.23,32.23,30.54
VAN,2025,VAN,VAN,Team Level,all,57,0.46,0.49,0.48,208257,1790.33,171.67,127.57,431.87,61,968.18,688.72,161.07,169.93,159.44,1533,916,888,3337,145,234,20,319,0,886,865,1388,2304,199,419,1528,1207,251,882,1854,390,205,53.74,49.91,68.01,49,47,49,3279.54,2449,2415.67,411,28.79,46.55,46.55,153.9,152.61,147.29,1938.33,202.25,135.77,459.38,64.99,1024.31,730.31,192.23,204.15,194.13,1707,910,872,3489,208,215,26,332,1,943,918,1499,2409,202,430,1620,1074,242,835,1876,516,225,58.78,64.59,78.88,71,71,66,3550.53,2617,2656.51,357,30.38,40.85,40.85,191.77,193.7,187.82
VAN,2025,VAN,VAN,Team Level,5on5,57,0.46,0.48,0.47,167925,1345.09,108.59,88.52,340.99,45.54,725.49,537.87,104.28,106.86,102.66,1140,707,698,2545,93,162,13,244,0,661,687,1047,1754,176,375,1157,1125,217,786,1452,283,112,42.54,36.41,29.64,40,36,17,2487.54,1847,1813.67,376,18.38,29.63,29.63,97.35,96.07,94.22,1510.62,128.91,100.91,374.76,49.95,803.29,589.18,123.29,130.82,125.18,1330,717,723,2770,129,159,18,269,1,756,733,1201,1918,179,384,1228,1002,201,737,1542,385,120,47.79,48.58,32.54,58,52,19,2831.53,2047,2086.51,322,21.08,29.56,29.56,120.44,122.36,119.63
VAN,2025,VAN,VAN,Team Level,4on5,57,0.09,0.13,0.14,14847,41.84,3.61,1.8,6.03,1.29,12.55,29.72,3.52,3.61,3.52,39,16,4,59,5,4,0,5,0,14,27,34,50,9,18,129,46,19,25,41,11,3,1.25,1.55,0.81,2,3,0,59,55,55,22,0.41,0.57,0.57,3.45,3.45,3.41,249.87,37.27,22.93,52.32,8.41,135.9,69.17,35.21,37.27,35.21,221,105,86,412,43,38,4,41,0,104,100,178,283,10,20,150,15,7,51,202,74,50,6.24,8.88,22.15,8,11,24,412,326,326,5,5.99,7.53,7.53,35.73,35.73,34.32
VAN,2025,VAN,VAN,Team Level,5on4,57,0.91,0.89,0.88,16178,276.65,36.73,26.63,60.5,9.32,156.1,82.72,33.73,36.73,33.73,239,133,114,486,32,47,6,50,0,144,99,207,340,7,14,151,13,6,50,267,50,55,6.7,6.13,23.91,3,4,25,486,372,372,3,6.96,11.34,11.34,32.35,32.35,31.38,36.55,3.65,1.95,5.93,1.32,11.72,24.42,3.52,3.65,3.52,41,8,11,60,3,3,0,3,0,11,29,38,46,6,12,135,36,18,19,31,14,4,0.83,1.72,1.11,2,1,0,60,49,49,13,0.45,0.72,0.72,3.38,3.38,3.32
PHI,2025,PHI,PHI,Team Level,other,56,0.54,0.53,0.51,6712,100.28,23.01,7.12,17.59,3.47,53.65,34.16,21.24,23.01,21.24,94,45,57,196,25,6,1,18,0,47,43,69,114,2,4,70,16,13,23,70,37,32,2.76,4.37,15.88,4,5,16,196,139,139,11,2.11,1.58,1.58,23.54,23.54,22.08,97.59,19.72,6.48,17.65,3.07,48.02,36.07,19.19,19.72,19.19,89,42,46,177,23,6,0,12,1,42,47,66,108,10,18,100,17,12,30,66,42,23,3.09,4.97,11.65,3,9,11,177,131,131,16,1.8,1.48,1.48,20.03,20.03,19.74
PHI,2025,PHI,PHI,Team Level,all,56,0.5,0.48,0.49,205620,1626.28,161.21,116.72,385.45,54.98,869.84,623.8,152.82,161.05,152.67,1438,774,783,2995,162,173,16,310,2,782,783,1276,2050,214,489,1506,1254,228,834,1591,458,163,48.67,55.74,56.8,62,56,44,2979.84,2212,2202.66,397,26.2,35.71,35.83,151.58,151.4,146.97,1672.7,161.44,113.65,402.19,56.24,902.93,651.61,154.76,162.54,155.83,1438,851,908,3197,177,165,17,273,2,830,842,1261,2112,204,461,1560,1165,239,859,1718,405,166,53.25,48.62,59.58,74,60,43,3225.8,2289,2308.49,401,25.38,33.47,33.47,153.3,154.29,150.33
PHI,2025,PHI,PHI,Team Level,5on5,56,0.5,0.48,0.49,167134,1231.95,103.92,82.94,305.3,41.45,659.55,485.84,100.16,103.76,100,1083,596,625,2304,110,117,9,247,2,603,600,973,1569,188,429,1155,1195,196,741,1255,338,86,38.95,41.5,23.49,52,44,14,2288.84,1679,1669.66,356,17.28,22.49,22.92,98.29,98.1,96.42,1278.2,104.62,82.02,323.11,43.09,689.01,510.21,101,105.72,102.06,1082,671,740,2493,114,123,11,216,1,643,656,968,1639,173,401,1190,1102,197,727,1358,293,102,40.39,35.24,28.99,59,41,14,2521.8,1753,1772.49,346,17.05,24.02,24.02,97.58,98.58,96.94
PHI,2025,PHI,PHI,Team Level,4on5,56,0.13,0.12,0.14,16711,44.16,4.81,2.4,6.72,1.34,13.81,29.91,4.75,4.81,4.75,52,7,5,64,4,2,0,3,0,8,42,48,55,8,24,144,29,15,30,36,16,7,0.87,2.02,1.92,0,3,1,64,59,59,27,0.55,0.63,0.63,4.73,4.73,4.7,260.41,33.31,23.29,55.8,8.85,154.31,80.43,30.89,33.31,30.89,229,127,114,470,35,32,6,41,0,138,110,194,321,14,28,136,11,11,64,258,62,36,8.28,7.37,17.66,9,8,18,470,356,356,7,6.12,7.13,7.13,32.29,32.29,30.34
PHI,2025,PHI,PHI,Team Level,5on4,56,0.89,0.88,0.87,15063,249.89,29.46,24.27,55.83,8.72,142.83,73.88,26.68,29.46,26.68,209,126,96,431,23,48,6,42,0,124,98,186,312,16,32,137,14,4,40,230,67,38,6.1,7.85,15.51,6,4,13,431,335,335,3,6.26,11.02,10.71,25.02,25.02,23.76,36.49,3.81,1.86,5.62,1.22,11.59,24.91,3.69,3.81,3.69,38,11,8,57,5,4,0,4,0,7,29,33,44,7,14,134,35,19,38,36,8,5,1.48,1.04,1.29,3,2,0,57,49,49,32,0.41,0.83,0.83,3.39,3.39,3.32
BUF,2025,BUF,BUF,Team Level,other,57,0.46,0.44,0.43,8442,101.96,29.77,6.81,17.94,3.38,50.28,31.83,27.82,29.77,27.82,83,57,55,195,24,9,1,9,0,55,43,59,116,4,11,82,24,15,27,67,34,39,2.66,4.37,22.74,3,3,18,195,140,140,6,1.97,3.01,3.01,28.72,28.72,27.97,136.94,34.31,9.97,24.34,4.81,70.24,40.33,31.12,34.31,31.12,126,58,61,245,32,19,2,27,0,64,42,94,152,2,7,109,19,13,13,85,46,53,3.64,5.89,24.79,2,9,21,245,184,184,6,2.92,5.8,5.8,31.43,31.43,29.13
BUF,2025,BUF,BUF,Team Level,all,57,0.49,0.48,0.48,207055,1767.3,178.35,123.28,423.87,58.75,948.51,672.23,170.16,178.64,170.47,1574,831,811,3216,192,171,16,313,3,882,844,1382,2213,193,423,1459,1076,292,915,1771,450,184,53.51,54.41,70.43,72,71,49,3227.75,2405,2409.59,427,27.48,35.67,35.71,170.13,170.74,166.14,1907.93,186.53,131.53,465.65,64.6,1011.99,730.7,176.21,186.44,176.14,1715,876,940,3531,176,217,26,400,3,928,867,1539,2415,210,450,1808,1287,257,828,1921,466,204,55.96,58.03,72.55,56,65,55,3513.66,2591,2586.58,407,29.78,44.74,44.74,171.56,171.45,165.47
BUF,2025,BUF,BUF,Team Level,5on5,57,0.49,0.48,0.48,167829,1380.79,116.76,91.13,348.24,46.17,737.59,541.11,112.44,117.05,112.74,1237,644,665,2546,129,141,12,249,3,677,682,1108,1752,175,384,1148,993,245,803,1425,348,108,43.21,42.22,31.32,63,50,16,2557.75,1881,1885.59,393,18.99,29.3,29.34,106.41,107.02,105.01,1473.05,119.1,94.88,375.37,49.53,778.9,586.22,114.77,119.01,114.7,1310,694,746,2750,119,159,19,313,3,720,690,1191,1885,191,409,1361,1225,213,756,1542,355,107,45.12,44.17,29.82,50,50,19,2732.66,2004,1999.58,376,19.79,29.86,29.86,109.04,108.93,107
BUF,2025,BUF,BUF,Team Level,4on5,57,0.1,0.08,0.1,14630,27.89,3.51,1.7,4.04,0.95,9.32,18.49,3.46,3.51,3.46,30,8,4,42,6,1,0,2,0,8,21,24,32,6,12,111,53,24,29,26,6,6,0.95,0.85,1.7,2,3,1,42,38,38,25,0.39,0.41,0.41,3.48,3.48,3.45,262.07,30.07,24.56,60.1,8.98,149.74,78.55,27.35,30.07,27.35,237,115,124,476,23,37,5,57,0,132,103,214,329,11,22,169,9,13,34,257,54,41,6.25,6.68,17.14,4,5,14,476,352,352,4,6.58,8.99,8.99,27.66,27.66,26.01
