team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
LAK,2021,LAK,LAK,Team Level,other,82,0.58,0.53,0.56,9596,154.36,35.89,10.7,27.14,5.14,76.8,56.32,33.42,35.89,33.42,154,58,47,259,33,16,5,20,7,63,73,121,179,3,6,124,36,18,20,92,73,47,3.8,9.09,23.01,1,5,27,259,212,212,8,3.02,5.28,5.28,33.63,33.63,32.47,125.13,25.61,9.1,21.89,4.36,62.2,43.83,23.85,25.61,23.85,119,48,61,228,20,10,1,13,8,55,61,99,147,11,22,93,33,25,31,76,54,37,3.3,7.03,15.29,5,4,11,228,167,167,21,2.5,3.24,3.5,24.63,24.63,23.88
LAK,2021,LAK,LAK,Team Level,all,82,0.53,0.54,0.55,299533,2849.1,272.44,198.35,651.63,93.61,1570.84,1143.12,260.18,272.03,259.87,2866,1064,1157,5087,235,252,40,652,92,1220,1479,2631,3695,274,603,2321,1667,449,592,2852,803,275,83.51,97.31,91.62,68,73,94,5092.03,3930,3936.85,431,43.67,55.15,55.22,260.89,260.83,254.77,2376.1,242.29,170.32,522.52,76.72,1285.54,945.61,231.82,243.78,233.26,2343,900,1091,4334,232,208,31,486,95,948,1274,2111,3011,288,623,2126,2182,403,620,2246,750,247,68.82,90.91,82.55,66,100,66,4354.78,3243,3254.65,420,37.39,45.55,46.18,233.51,234.67,229.7
LAK,2021,LAK,LAK,Team Level,5on5,82,0.53,0.54,0.55,244176,2235.42,187.62,148.01,531.59,73.12,1232.79,910.88,180.9,187.19,180.6,2225,859,931,4015,155,182,28,542,74,967,1164,2070,2929,249,555,1766,1529,379,490,2328,581,175,68.51,69.57,49.53,56,53,46,4020.03,3084,3090.85,376,30.61,38.64,38.83,179.39,179.32,176.37,1849.68,166.18,127.1,424.08,59.34,1002.89,750.41,160.39,167.68,161.83,1815,715,873,3403,152,158,21,411,69,710,1030,1663,2378,263,573,1651,2044,332,506,1800,582,148,55.64,70.29,40.25,50,77,25,3423.78,2530,2541.65,352,26.36,33.35,33.65,158.9,160.07,157.63
LAK,2021,LAK,LAK,Team Level,4on5,82,0.15,0.15,0.17,21619,70.72,7.72,4.02,9.37,2.36,22.53,48.98,7.65,7.72,7.65,83,12,10,105,11,3,1,6,1,8,66,72,84,6,12,171,76,32,41,60,25,10,1.66,3.3,2.76,0,5,6,105,95,95,40,0.91,0.51,0.51,8.12,8.12,8.08,334.76,43.19,30.57,67.75,11.06,200.52,105.91,40.5,43.19,40.5,331,128,149,608,52,37,8,55,13,169,133,279,407,9,18,198,31,7,33,312,96,51,8.1,11.16,23.93,8,17,27,608,459,459,2,7.73,8.18,8.25,42.66,42.66,40.97
LAK,2021,LAK,LAK,Team Level,5on4,82,0.85,0.88,0.86,24142,388.6,41.21,35.62,83.53,12.98,238.72,126.94,38.21,41.21,38.21,404,135,169,708,36,51,6,84,10,182,176,368,503,16,30,260,26,20,41,372,124,43,9.55,15.35,16.32,11,10,15,708,539,539,7,9.13,10.72,10.6,39.74,39.74,37.85,66.53,7.29,3.55,8.8,1.96,19.93,45.46,7.08,7.29,7.08,78,9,8,95,8,3,1,7,5,14,50,70,79,5,10,184,74,39,50,58,18,11,1.77,2.43,3.09,3,2,3,95,87,87,45,0.82,0.79,0.79,7.32,7.32,7.22
ANA,2021,ANA,ANA,Team Level,other,82,0.37,0.42,0.42,9539,118.33,21.99,7.7,21.73,4.01,63.85,46.71,21.56,21.99,21.56,120,46,49,215,23,6,1,18,5,50,64,97,143,10,20,113,30,13,23,101,39,26,3.88,4.66,13.44,6,5,12,215,166,166,9,2.16,2.06,2.06,22.1,22.1,21.9,168.5,37.3,11.12,28.48,5.23,86.23,63.65,34.09,37.3,34.09,174,58,63,295,39,6,2,22,4,73,88,135,193,4,6,126,28,32,21,130,58,44,5.37,6.86,25.06,8,11,20,295,232,232,8,3.09,1.89,1.89,38.49,38.49,35.4
ANA,2021,ANA,ANA,Team Level,all,82,0.46,0.47,0.47,300120,2383.15,215.84,160.52,546.75,78.79,1327.48,996.62,209.32,216.19,209.62,2395,931,1073,4399,228,173,37,507,82,1007,1329,2167,3098,295,695,2174,1697,501,764,2519,604,203,72.81,73.45,69.58,75,79,74,4390.37,3326,3320.68,397,35.06,36.23,36.49,214.41,214.51,211.03,2681.69,248.46,186.21,610.98,89.58,1525.08,1113.69,238.98,250.2,240.66,2725,1049,1122,4896,266,198,22,628,85,1163,1434,2459,3508,286,690,2336,1702,524,828,2841,732,201,84.61,88.19,75.66,98,108,60,4938.95,3774,3805.71,403,40.77,39,39,250.23,251.74,244.68
ANA,2021,ANA,ANA,Team Level,5on5,82,0.48,0.48,0.48,247824,1937.78,154.81,126.26,459.71,64.2,1073.11,821.92,149.75,155.16,150.05,1938,762,852,3552,155,149,32,431,59,798,1108,1783,2545,266,631,1657,1592,430,657,2077,492,131,59.62,59.92,35.28,60,60,35,3543.37,2700,2694.68,356,26.04,30.13,30.39,150.47,150.57,148.29,2084.54,166.4,139.9,497.24,70.13,1188.38,882.94,161.72,168.15,163.39,2102,843,935,3880,187,161,15,509,69,888,1131,1915,2758,262,638,1835,1582,432,711,2283,543,119,67.89,65.55,32.95,85,80,22,3922.95,2945,2976.7,358,28.77,31.43,31.66,163.51,165.03,162.66
ANA,2021,ANA,ANA,Team Level,4on5,82,0.11,0.11,0.12,21539,50.6,4.72,2.67,7.06,1.54,16.58,37.43,4.64,4.72,4.64,58,12,7,77,4,2,0,3,0,11,50,54,66,6,18,172,48,40,29,54,11,5,1.69,1.32,1.71,1,1,2,77,70,70,29,0.62,0.43,0.43,4.91,4.91,4.87,367.29,39.81,32.22,76.33,12.3,230.34,121.98,38.27,39.81,38.27,380,133,115,628,37,31,5,84,11,188,162,343,476,18,42,224,18,18,55,366,113,34,9.57,13.51,16.72,5,14,18,628,513,513,1,8.22,5.68,5.45,42.58,42.58,41.02
ANA,2021,ANA,ANA,Team Level,5on4,82,0.87,0.86,0.82,21218,276.44,34.32,23.9,58.25,9.04,173.95,90.55,33.37,34.32,33.37,279,111,165,555,46,16,4,55,18,148,107,233,344,13,26,232,27,18,55,287,62,41,7.63,7.54,19.14,8,13,25,555,390,390,3,6.23,3.61,3.61,36.94,36.94,35.97,61.36,4.95,2.98,8.94,1.9,20.12,45.12,4.91,4.95,4.91,69,15,9,93,3,0,0,13,1,14,53,66,81,2,4,151,74,42,41,62,18,4,1.77,2.26,0.92,0,3,0,93,84,84,36,0.69,0,0,5.63,5.63,5.59
CAR,2021,CAR,CAR,Team Level,other,82,0.57,0.49,0.47,12474,143.53,39.32,9.47,23.45,4.28,69.43,49.06,37.74,39.32,37.74,139,56,65,260,33,9,5,25,8,52,68,106,162,10,22,131,39,36,47,87,52,56,3.38,6.24,29.7,1,8,24,260,195,195,19,2.77,3.45,3.45,38.65,38.65,37.67,161.31,29.95,12.63,29.56,5.45,90.41,52,28.04,29.95,28.04,159,61,56,276,27,15,4,23,7,75,73,132,193,9,18,140,52,27,52,111,66,43,4.65,8.2,17.1,3,12,12,276,220,220,17,3.63,3.34,3.34,30.24,30.24,28.62
CAR,2021,CAR,CAR,Team Level,all,82,0.56,0.56,0.55,298163,2853.66,290.18,195.95,668.01,94.85,1575.85,1149.16,278.37,292.54,280.6,2798,1176,1143,5117,277,271,52,617,111,1342,1356,2521,3697,312,660,2616,1804,675,849,2863,808,303,83.98,99.04,107.16,85,104,88,5185.52,3974,4018.65,377,43.01,62.08,62.08,271.12,272.95,266.8,2339.97,226.53,162.02,532.17,76.54,1270.85,931.96,218.21,225.84,217.53,2310,891,858,4059,200,214,36,475,88,972,1252,2110,3001,264,563,2237,2072,603,931,2310,659,232,70.41,81.57,74.55,61,79,60,4016.73,3201,3174.92,495,35.91,45.21,45.27,217.1,216.42,211.65
CAR,2021,CAR,CAR,Team Level,5on5,82,0.56,0.56,0.56,236824,2270.26,199.03,151.76,557.06,76.23,1262.42,923.5,190.95,201.39,193.18,2210,960,947,4117,193,222,34,533,92,1061,1069,2017,2977,277,590,2035,1689,523,672,2354,630,186,68.79,77.69,52.55,72,84,37,4185.52,3170,3214.65,314,31.44,46.76,46.76,183.72,185.55,182,1838.49,158.44,121.15,435.99,60.08,990.99,744.41,153.37,157.76,152.7,1814,698,695,3207,141,165,26,397,65,767,977,1673,2371,226,487,1740,1900,492,739,1874,494,144,57.62,61.12,39.69,51,57,33,3164.73,2512,2485.92,440,25.11,33.43,33.92,149.57,148.89,146.56
CAR,2021,CAR,CAR,Team Level,4on5,82,0.22,0.22,0.24,27751,90.74,8.65,4.66,12.12,2.69,27.47,63.42,8.45,8.65,8.45,102,17,14,133,4,5,1,5,0,21,84,98,115,9,18,247,55,88,48,80,30,9,2.37,3.92,2.35,1,1,2,133,119,119,38,1.08,0.75,0.75,8.97,8.97,8.89,274.87,30.09,24.73,57.72,9.1,170.41,91.96,28.99,30.09,28.99,269,115,99,483,29,29,6,54,14,119,139,240,355,24,48,206,44,41,108,273,80,31,6.73,9.85,13.51,7,9,13,483,384,384,9,6.36,7.28,6.85,29.59,29.59,28.97
CAR,2021,CAR,CAR,Team Level,5on4,82,0.84,0.87,0.85,21114,349.12,43.18,30.07,75.38,11.66,216.53,113.18,41.24,43.18,41.24,347,143,117,607,47,35,12,54,11,208,135,300,443,16,30,203,21,28,82,342,96,52,9.44,11.19,22.55,11,11,25,607,490,490,6,7.72,11.12,11.12,39.78,39.78,38.23,65.32,8.05,3.51,8.9,1.91,19.05,43.58,7.82,8.05,7.82,68,17,8,93,3,5,0,1,2,11,63,65,82,5,10,151,76,43,32,52,19,14,1.41,2.39,4.24,0,1,2,93,85,85,29,0.81,1.15,1.15,7.7,7.7,7.51
DAL,2021,DAL,DAL,Team Level,other,82,0.5,0.51,0.51,11718,171.2,34.05,12.18,31.38,5.86,95.36,60.24,32.55,34.05,32.55,153,87,80,320,32,8,2,19,10,102,69,121,208,11,22,157,40,21,36,128,69,43,5.06,8.88,20.11,4,9,19,320,240,240,17,3.46,2.13,2.13,35.31,35.31,33.87,166.69,34.52,12.09,28.72,5.47,93.37,57.88,32.08,34.52,32.08,167,66,69,302,37,10,4,26,6,88,66,130,196,11,22,133,41,30,32,112,80,41,4.67,9.73,20.12,5,9,23,302,233,233,16,3.53,3.72,3.72,34.25,34.25,32.45
DAL,2021,DAL,DAL,Team Level,all,82,0.53,0.5,0.5,299445,2515.93,264.52,175.15,575.54,82.68,1381.57,1001.6,249.47,264.72,249.68,2486,996,1150,4632,233,218,40,557,98,1098,1278,2253,3249,246,521,2638,1850,460,820,2443,759,280,71.07,92.19,101.26,55,85,93,4635.03,3482,3484.6,455,38.96,52.77,52.84,250.58,250.76,242.39,2513.69,233.38,172.22,569.9,81.96,1429.02,1038.58,223.71,233.27,223.62,2546,980,1170,4696,244,175,31,582,81,1127,1317,2302,3282,257,546,2174,1709,488,801,2621,699,206,76.28,84.27,72.84,92,78,74,4688.45,3526,3519.89,436,37.74,39.16,39.17,231.9,231.8,225.61
DAL,2021,DAL,DAL,Team Level,5on5,82,0.52,0.49,0.49,244922,1954.15,171.56,131.17,466.58,64.09,1078.11,797.49,165.18,171.77,165.39,1936,773,915,3624,147,164,25,466,69,818,1045,1789,2562,216,463,2065,1729,386,681,1973,574,162,56.85,68.61,46.1,45,62,40,3627.03,2709,2711.61,398,27.19,36.52,36.58,162.18,162.36,159.64,1990.09,161.01,132.65,473.96,65.37,1131.29,831.72,155.69,160.9,155.6,2012,784,975,3771,160,151,22,487,64,876,1058,1852,2636,224,482,1668,1597,403,644,2144,525,127,61.2,63.48,36.33,75,56,29,3763.45,2796,2789.89,360,27.33,30.98,31.17,157.18,157.07,154.51
DAL,2021,DAL,DAL,Team Level,4on5,82,0.14,0.14,0.16,20413,58.3,5.22,2.97,7.97,1.69,17.87,41.28,5.17,5.22,5.17,63,14,9,86,7,3,0,6,2,17,42,56,70,5,10,186,65,37,35,56,16,5,1.81,2.09,1.33,1,5,1,86,77,77,33,0.68,0.55,0.55,5.35,5.35,5.33,282.05,31.14,23.99,57.5,9.01,181.19,94.15,29.42,31.14,29.42,284,113,119,516,42,10,5,63,9,150,123,242,355,16,32,192,24,17,69,291,75,31,8.2,8.5,14.45,10,10,22,516,397,397,9,6.08,3.51,3.33,33.89,33.89,32.17
DAL,2021,DAL,DAL,Team Level,5on4,82,0.89,0.85,0.82,22392,332.27,53.69,28.84,69.6,11.04,190.23,102.59,46.57,53.69,46.57,334,122,146,602,47,43,13,66,17,161,122,287,409,14,26,230,16,16,68,286,100,70,7.35,12.62,33.72,5,9,33,602,456,456,7,7.61,13.57,13.57,47.73,47.73,43.56,74.87,6.71,3.5,9.71,2.11,23.15,54.82,6.52,6.71,6.52,83,17,7,107,5,4,0,6,2,13,70,78,95,6,10,181,47,38,56,74,19,7,2.21,2.56,1.94,2,3,0,107,100,100,51,0.81,0.94,0.94,6.57,6.57,6.49
NYI,2021,NYI,NYI,Team Level,other,82,0.45,0.47,0.49,11286,125.46,23.82,8.95,23.08,4.15,72.34,49.66,22.41,23.82,22.41,134,48,45,227,22,10,2,29,9,48,64,112,160,7,14,105,33,20,44,116,36,30,5.05,4.49,14.27,5,6,11,227,182,182,21,2.47,2.59,2.59,23.71,23.71,22.34,139.12,29.42,10.13,24.49,4.54,75.18,48.23,28.38,29.42,28.38,154,38,62,254,33,6,2,22,6,66,59,121,159,6,12,129,24,22,33,100,51,41,3.63,6.17,19.62,5,5,23,254,192,192,14,2.89,2.12,2.12,30.19,30.19,29.3
NYI,2021,NYI,NYI,Team Level,all,82,0.48,0.47,0.47,298213,2291.82,217.06,162.95,523.1,76.14,1291.1,940.64,207.85,218.59,209.33,2368,843,1034,4245,229,177,28,523,109,958,1215,2139,2982,274,625,2228,2018,499,858,2418,567,226,72.78,68.28,75.99,84,72,73,4275.11,3211,3232.2,479,35.59,37.68,37.68,214.97,216.58,211.09,2596.06,239.85,178.69,602.24,86,1470.26,1057.17,229.81,240.38,230.28,2670,967,1235,4872,231,214,36,514,103,1141,1434,2439,3406,273,628,2114,1636,474,894,2788,604,245,82.59,73.74,83.51,91,64,76,4869.15,3637,3636.43,513,38.79,45.42,45.42,233.09,233.3,227.36
NYI,2021,NYI,NYI,Team Level,5on5,82,0.47,0.46,0.46,246263,1815.2,150.94,124.39,431.02,59.82,1019.96,751.86,146.69,152.47,148.17,1870,668,861,3399,159,135,19,431,82,760,971,1711,2379,245,564,1779,1924,424,720,1945,454,139,58.4,54.31,38.23,67,56,36,3429.11,2538,2559.2,424,25.58,27.21,27.21,149.31,150.92,148.93,2108.32,169.51,139.22,507.61,69.67,1196.68,874.49,163.85,170.03,164.32,2154,806,1023,3983,160,175,29,434,83,904,1204,1994,2800,248,575,1636,1538,404,765,2346,458,156,69.33,56.13,44.07,77,50,33,3980.15,2960,2959.43,456,28.47,35.77,35.77,162.09,162.29,159.66
NYI,2021,NYI,NYI,Team Level,4on5,82,0.13,0.15,0.17,20520,61.08,5.28,2.99,8.68,1.93,20.46,45.65,5.22,5.28,5.22,65,20,11,96,4,3,0,4,1,12,61,61,81,6,12,163,42,42,29,66,13,6,1.97,1.6,1.71,1,2,1,96,85,85,26,0.69,0.78,0.78,5.19,5.19,5.17,289.96,35.05,26.15,62.29,10.01,180.34,94.16,31.97,35.05,31.97,297,111,140,548,32,30,4,54,13,161,118,265,376,14,28,180,23,11,58,286,82,40,7.85,9.72,17.48,8,7,17,548,408,408,7,6.7,6.6,6.6,35.16,35.16,32.77
NYI,2021,NYI,NYI,Team Level,5on4,82,0.86,0.86,0.84,20144,290.09,37.03,26.6,60.32,10.24,178.34,93.48,33.52,37.03,33.52,299,107,117,523,44,29,7,59,17,138,119,255,362,16,35,181,19,13,65,291,64,51,7.35,7.88,21.78,11,8,25,523,406,406,8,6.84,7.11,7.11,36.76,36.76,34.65,58.65,5.87,3.18,7.83,1.79,18.05,40.28,5.61,5.87,5.61,65,12,10,87,6,3,1,4,1,10,53,59,71,5,13,169,51,37,38,56,13,8,1.79,1.72,2.35,1,2,3,87,77,77,36,0.73,0.93,0.93,5.66,5.66,5.63
NJD,2021,NJD,NJD,Team Level,other,82,0.46,0.53,0.55,10401,138.99,26.76,9.29,25.74,4.63,75.9,49.68,24.41,26.76,24.41,132,60,56,248,23,6,2,30,5,56,72,109,169,3,6,102,28,25,25,107,52,33,4.44,6.26,16.06,6,3,14,248,192,192,10,2.65,2.08,2.08,27.34,27.34,25,115.68,30.99,7.53,19.3,3.74,54.89,42.55,29.11,30.99,29.11,113,46,57,216,35,6,4,15,12,41,50,78,124,5,12,137,33,24,20,76,42,41,2.87,5.46,22.66,9,6,20,216,159,159,4,2.15,2.58,2.58,30.57,30.57,28.9
NJD,2021,NJD,NJD,Team Level,all,82,0.5,0.51,0.5,298712,2578.41,241.76,172.47,584.86,85.3,1440.47,1051.15,233.02,240.75,232.02,2562,1014,1142,4718,245,170,46,632,101,1045,1383,2317,3331,257,574,2214,1561,644,815,2591,778,207,78.8,93.08,69.88,69,98,78,4666.41,3576,3544.66,449,37.52,39.29,39.29,239.99,238.71,232.35,2538.63,246.15,167.49,581.12,83.35,1395.61,1046.29,238.4,249.25,241.44,2540,980,1021,4541,302,162,50,626,111,960,1359,2238,3218,269,604,2512,1839,656,720,2587,706,227,77.36,85.7,83.08,112,94,96,4623.48,3520,3572.35,348,36.17,38.45,38.49,243.81,246.64,241.84
NJD,2021,NJD,NJD,Team Level,5on5,82,0.51,0.51,0.5,246786,2120.15,181.26,137.13,495.49,69.4,1175.38,876.33,176.38,180.25,175.37,2114,821,932,3867,182,144,38,540,80,842,1147,1932,2753,228,518,1732,1449,543,685,2160,634,141,65.74,75.61,39.92,60,77,45,3815.41,2935,2903.66,398,28.22,31.89,31.92,177.56,176.28,173.43,2098.55,175.05,134.12,500.2,68.96,1162.46,873.21,170.65,178.16,173.68,2099,815,873,3787,216,131,36,557,85,790,1135,1883,2698,247,558,2039,1704,559,591,2212,557,145,66.74,67.32,40.99,91,73,52,3869.48,2914,2966.35,312,27.59,28.2,28.23,174.42,177.24,175.13
NJD,2021,NJD,NJD,Team Level,4on5,82,0.14,0.17,0.17,19815,51.95,5.05,2.66,7.48,1.71,17.81,38.28,5.02,5.05,5.02,61,12,16,89,5,1,0,4,1,10,52,56,68,9,18,168,48,63,34,52,16,5,1.34,2.25,1.46,1,3,1,89,73,73,32,0.62,0.04,0,5.67,5.67,5.63,255.14,32.13,22.24,51.76,8.38,157.03,83.45,30.9,32.13,30.9,253,102,81,436,37,22,8,47,12,115,122,216,318,12,24,169,21,22,80,244,78,33,6.09,9.3,16.74,9,7,21,436,355,355,9,5.62,6.56,6.56,31.19,31.19,30.28
NJD,2021,NJD,NJD,Team Level,5on4,82,0.78,0.83,0.8,21710,267.31,28.69,23.39,56.15,9.55,171.37,86.86,27.22,28.69,27.22,255,121,138,514,35,19,6,58,15,137,112,220,341,17,32,212,36,13,71,272,76,28,7.28,8.96,12.45,2,15,18,514,376,376,9,6.03,5.29,5.29,29.43,29.43,28.29,69.25,7.96,3.59,9.86,2.28,21.23,47.08,7.75,7.96,7.75,75,17,10,102,14,3,2,7,2,14,52,61,78,5,10,167,81,51,29,55,29,8,1.65,3.62,2.69,3,8,3,102,92,92,23,0.81,1.12,1.12,7.65,7.65,7.53
WSH,2021,WSH,WSH,Team Level,other,82,0.55,0.51,0.53,10684,165.3,36.69,12.35,29.25,5.46,89.31,53.94,34.5,36.69,34.5,167,60,60,287,38,12,1,18,6,86,67,129,189,9,18,138,48,21,24,128,50,49,4.82,6.6,25.27,5,8,25,287,227,227,15,3.53,3.47,3.47,36.75,36.75,35.12,148.27,30.35,11.24,27.12,4.89,80.87,49.54,28.97,30.35,28.97,143,61,76,280,39,15,8,22,8,72,48,104,165,7,14,149,30,22,30,110,56,38,4.19,7.15,19.02,7,10,22,280,204,204,15,3.27,4.16,4.16,29.47,29.47,28.58
WSH,2021,WSH,WSH,Team Level,all,82,0.52,0.51,0.52,299508,2575.37,245.49,178.3,592.21,83.24,1445.42,1043.34,235.22,247.06,236.8,2578,1010,1080,4668,270,193,27,572,75,1119,1359,2308,3318,267,573,2225,2068,552,638,2695,658,235,78.81,80.19,86.47,105,84,81,4708.92,3588,3612.98,353,39.29,39.52,39.52,245.25,246.97,240.54,2397.02,226.08,169.76,555.55,78.76,1343.33,976.54,216.88,225.77,216.61,2380,970,1150,4500,242,200,47,507,65,1077,1259,2138,3108,304,643,2499,1904,650,681,2463,666,221,69.35,81.5,75.23,81,79,82,4497.82,3350,3351.89,421,37.47,43.53,43.89,219.65,219.27,213.51
WSH,2021,WSH,WSH,Team Level,5on5,82,0.5,0.51,0.51,244066,2009.9,158.47,133.18,483.04,65.13,1126.15,841.05,154.17,160.04,155.75,1995,812,864,3671,179,145,18,483,53,862,1085,1816,2628,231,499,1740,1899,443,529,2169,517,121,63.17,62.58,32.72,85,68,26,3711.92,2807,2831.98,306,27.5,25.74,25.74,160.22,161.95,159.65,1898.43,155.95,128.95,457.03,62.34,1066.96,783.78,151.31,155.65,151.04,1878,777,937,3592,157,155,33,426,50,844,1023,1721,2498,276,587,1901,1776,534,562,2007,508,140,56.4,61.64,37.92,65,53,39,3589.82,2655,2656.89,362,26.61,31.68,32.07,150.5,150.13,147.88
WSH,2021,WSH,WSH,Team Level,4on5,82,0.15,0.15,0.16,21275,53.14,5.97,3.06,7.28,1.62,17.29,36.77,5.95,5.97,5.95,57,15,16,88,7,1,0,4,1,9,50,50,65,10,22,157,74,52,31,48,15,9,1.47,1.96,2.54,3,1,3,88,72,72,26,0.69,0.2,0.2,6.47,6.47,6.45,275.87,34.07,25.98,60.35,9.28,170.01,87.31,30.94,34.07,30.94,277,110,124,511,38,27,5,50,5,147,120,239,349,13,26,205,33,23,54,261,91,35,6.64,11.36,16.07,8,14,16,511,387,387,10,6.73,7.04,7.04,33.76,33.76,31.15
WSH,2021,WSH,WSH,Team Level,5on4,82,0.89,0.84,0.82,23483,347.03,44.36,29.72,72.64,11.04,212.68,111.57,40.61,44.36,40.61,359,123,140,622,46,35,8,67,15,162,157,313,436,17,34,190,47,36,54,350,76,56,9.35,9.06,25.94,12,7,27,622,482,482,6,7.57,10.11,10.11,41.81,41.81,39.33,74.45,5.71,3.6,11.05,2.24,25.48,55.91,5.66,5.71,5.66,82,22,13,117,8,3,1,9,2,14,68,74,96,8,16,244,65,71,35,85,11,8,2.12,1.36,2.23,1,2,5,117,104,104,34,0.84,0.66,0.62,5.92,5.92,5.9
CGY,2021,CGY,CGY,Team Level,other,82,0.54,0.5,0.49,9057,118.34,30.27,8.51,19.15,3.87,63.6,43.59,28.76,30.27,28.76,125,44,45,214,39,5,2,23,9,54,39,86,130,9,18,122,33,16,30,81,48,40,2.98,5.8,21.49,4,10,25,214,169,169,18,2.36,1.07,1.07,31.56,31.56,30.08,128.49,25.36,8.98,24.15,4.43,68.97,47.11,24.36,25.36,24.36,132,47,38,217,26,8,3,31,7,42,65,106,153,6,12,123,22,15,32,98,46,35,3.62,5.7,16.03,6,2,18,217,179,179,14,2.58,2.71,2.71,25.22,25.22,24.28
CGY,2021,CGY,CGY,Team Level,all,82,0.56,0.55,0.55,297973,2872.34,265.06,198.01,661.48,94.96,1623.87,1177.67,254.54,268.9,258.29,2909,1113,1206,5228,291,212,34,708,107,1181,1523,2618,3731,298,670,2446,1836,587,871,2999,787,236,84.23,93.99,86.84,94,117,80,5365.23,4022,4104.95,457,43.23,43.54,43.66,264.56,268.37,261.41,2359.54,210.92,159.69,549,77.94,1308.39,971.05,204.08,209.34,202.52,2375,902,956,4233,206,161,27,599,91,934,1286,2169,3071,302,661,2342,1689,610,788,2469,609,199,70.92,74.05,65.95,68,71,67,4155.43,3277,3228.44,451,35,33.23,33.46,212.47,210.67,206.02
CGY,2021,CGY,CGY,Team Level,5on5,82,0.55,0.56,0.55,241637,2291,180.94,149.91,552.66,76.03,1295.04,955.47,175.13,184.79,178.87,2305,906,989,4200,196,164,18,584,73,908,1286,2109,3015,268,604,1891,1715,482,735,2462,615,134,70.07,73.27,37.61,85,85,26,4337.23,3211,3293.95,391,30.81,30.8,30.95,180.73,184.54,181.79,1873.51,148.18,121.95,451.52,61.57,1036.24,780.52,144.09,146.61,142.53,1867,733,757,3357,140,128,22,491,71,745,1025,1727,2460,266,585,1791,1588,512,643,2009,470,121,57.58,57.25,33.36,51,59,30,3279.43,2600,2551.44,388,25.12,25.61,26.18,147.13,145.34,143.26
CGY,2021,CGY,CGY,Team Level,4on5,82,0.17,0.17,0.19,24433,73.46,6.41,3.61,9.85,2.19,23.49,53.45,6.2,6.41,6.2,80,19,14,113,6,5,1,8,3,20,57,74,93,9,23,196,62,67,47,66,27,6,1.63,3.18,1.6,1,4,1,113,99,99,43,0.81,1.2,1.2,6.02,6.02,5.97,292.54,31.6,25.54,63.66,9.83,182.15,96.23,29.92,31.6,29.92,303,106,145,554,37,24,2,76,11,139,122,266,372,20,41,240,26,20,71,294,80,35,7.93,9.46,14.2,11,9,17,554,409,409,9,6.56,4.53,4.18,33.97,33.97,32.37
